id,ad,kategori,malzemeler,hazirlanis,aciklama,duygu_etiketi
-MbNzWWlLNkEiaH_Ij2V,Kolay Tiramisu Tarifi,Tatlı,hazır kek;sıcak su;granül kahve;toz şeker;labne peyniri;süt;toz şeker;un;yumurta sarısı;kakao;,"1.) Tiramisunun kremasını hazırlamak için; 2 su bardağı süt, 5 yemek kaşığı toz şeker, 3 yemek kaşığı un ve 1 adet  yumurta sarısını tencereye alın.
2.) Sürekli karıştırarak orta ateşte muhallebi kıvamına gelene kadar pişirin. Piştikten sonra kremayı soğumaya bırakın.
3.) Kek tabanını ıslatmak için; bir kasede 1 su bardağı sıcak suya, 1 yemek kaşığı granül kahve ve 1 tatlı kaşığı toz şekerini eriyene kadar karıştırın.
4.) Pişirip soğumaya bıraktığınız kremaya 200 gram labne peynirini ekleyin ve bir mikser yardımıyla pürüzsüz bir kıvam alana kadar çırpın.
5.) Servis tabağına pasta tabanının bir katını yerleştirin.
6.) Kahveli karışımın yarısıyla keki ıslatın.
7.) Üzerine hazırladığınız kremanın yarısını yayın.
8.) Pastanın diğer katını da üzerine koyun ve  kahveli karışımla ıslatın. Kalan krema ile pastanın üzerini tamamen kaplayın.
9.) Son olarak üzerine kakao serpiştirin.
10.) Çilek dilimleriyle süsleyip buzdolabında 1- 2 saat beklettikten sonra dilimleyerek servis edin. Afiyet olsun!
","Labne peyniri, krema ve hazır pasta tabanından kolay, pratik bir şekilde tiramisu hazırlamak mümkün. Toplamda sadece 30 dakika yeter.",mutlu eder
-MbNzWhpQzYARAhDlvCP,Sütlaç Tarifi,Tatlı,pirinç;sıcak su;süt;toz şeker;buğday nişastası;su;,"1.) Sadece bir kez sudan geçirerek yıkadığınız pirinci tencereye alın ve 2 su bardağı sıcak suyu ekleyerek kısık ateşte pişirmeye başlayın. Bu sırada ara ara nazikçe karıştırın.
2.) Pirinç, suyu çekip lapa hale gelince üzerine sütü ilave edin. Karıştırın ve süt kaynayana kadar ara ara karıştırmaya devam edin. Kaynadıktan sonra altını kısın, 8-10 dakika daha bu şekilde karıştırarak kısık ateşte pişirin.
3.) Ardından şekeri ekleyin, karıştırın. Tekrar kaynamasını bekleyin ve 4-5 dakika daha da kısık ateşte bu şekilde kaynatın.
4.) Nişastayı eklemek için bir kabın içerisine alın, 1 çay bardağı suyla karıştırın ve aynı anda hem karıştırıp hem tencereye ekleyin. Azar azar dökerek eklerseniz topaklanma riskini de engellemiş olursunuz.
5.) Karıştırdıktan sonra hafifçe kıvam alana kadar pişirin. Bu sırada tekrar kaynayacak ve minik minik balonların yüzeye ulaştığını göreceksiniz, bunu gördükten sonra kısık ateşe alıp  1-2 dakika daha pişirin ve ardından ocaktan alın. Bu noktada sütlacın kıvamı akışkan bir boza kıvamında olmalıdır.
6.) Sütlaç harcını bir kepçeyle kaselere dağıtın. Her kepçeden önce bir kez karıştırın ki bu sırada pirinçler en dibe çökmesin. Her kasede eşit miktarda pirinç olması için karıştırarak kepçeyle alın ve dökün.
7.) Oda sıcaklığında soğuduktan sonra buzdolabında en az 2 saat, tercihen 1 akşam  kadar bekletin ve servis etmeden önce buzdolabından çıkarıp 5 dakika bekletin, tarçın serperek servis edin. Afiyet olsun!
","Sütlü tatlıların en güzeli, en hafif sütlü tatlı tarifi, tam ölçülü ve tam kıvamında sütlaç tarifi arayanlar için tarçınlı sütlaç tarifi karşınızda!",mutlu eder
-MbNzWpyTSI9M7UublXp,Ev Usulü Pizza Tarifi,Hamur İşi,un;ılık su;kuru maya;toz şeker;tuz;zeytinyağı;domates sos;zeytinyağı;kekik;fesleğen;rendelenmiş kaşar peyniri;rendelenmiş mozarella peyniri;sucuk;konserve mısır;zeytin;biber;sarımsak;,"1.) Bir kabın içerisine kuru mayayı dökün ve üzerine ılık su ve şekeri ekleyerek güzelce karıştırın.
2.) Daha sonra mayalı karışıma, unu, zeytinyağını ve tuzu ekleyip tahta kaşıkla karıştırın. Unu azar azar ekleyin. Hamur kıvama gelince elinizle yoğurmaya başlayın ve ele yapışmayan, yumuşak bir hamur haline gelene kadar yoğurmaya devam edin.
3.) Hamur istediğiniz yumuşaklığa ulaşınca, kabın üzerini bir streç film ile kaplayıp en az 30 dakika hamurunuzu dinlendirin.
4.)  
5.) Kestiğiniz parçayı beze haline getirip un serptiğiniz tezgahın üzerinde merdane yardımıyla açın. Dilediğiniz inceliğe ulaştığınızda pişirme kağıdı serdiğiniz tepsinin üzerine alın. Pişirme kağıdının üzerine biraz mısır unu serptikten sonra açtığınız pizza hamurunu kağıdın üzerine yerleştirin.
6.) Bir çatal yardımıyla pizza hamurunun üzerinde delikler açın ve önceden ısıtılmış 200 derece fırında 10 dakika pişirin.
7.) 10 dakika sonra hafif pişen hamuru fırından çıkarıp, hazırladığınız domates sosundan üzerine sürün. Pizza sosunu, domates sosuna, fesleğen, kekik, sarımsak ve zeytinyağı ekleyerek hazırlayabilirsiniz.
8.) Pizza sosunun üzerine bolca rendelenmiş kaşar ya da mozarella peyniri yerleştirdikten sonra üzerine dileğiniz malzemeleri ekleyin.
9.) Malzemeleri yerleştirdikten sonra en üste tekrar rendelenmiş kaşar ekleyip tekrar fırına koyun ve 20 dakika daha pişirin. Peynirler güzelce eriyip tüm malzemeler piştiğinde pizzanızı fırından çıkarabilirsiniz. Pizza kesiciyle dilimleyip tüketebilirsiniz. Afiyet olsun.
","""Evde pizza nasıl yapılır?"" diyorsanız fırında pişen, bu kolay ve pratik karışık pizza tarifini çok sevecek, her fırsatta yapmak isteyeceksiniz.",moral yükseltir
-MbNzWy3taAtPpXWSovx,Mercimek Köftesi Tarifi,Özel Beslenme,kırmızı mercimek;sıcak su;ince bulgur;kuru soğan;zeytinyağı;biber salçası;domates salçası;taze soğan;maydanoz;tuz;pul biber;kimyon;karabiber;,"1.) Bol suda yıkadığınız kırmızı mercimeği sıcak suda kaynatın.
2.) Suyunu çekmeye yakın ince bulguru ekleyin, mercimeği ocaktan alın.
3.) Üzerine ince bulguru ekleyin.
4.) Kapağını kapattığınız tencerede ince bulguru şişmesi için mercimekle birlikte 15 dakika kadar bekletin.
5.) Zeytinyağını bir tavada kızdırın.
6.) Kuru soğanları küçük küpler halinde doğrayın ve tavaya aktarın.
7.) Doğradığınız soğanları 5 dakika kadar kavurun.
8.) Sırasıyla; biber salçası, domates salçası, tuz, pul biber ve kimyonu ekleyin.
9.) Soğanlı karışımı 3- 4 dakika kadar kavurun.
10.) Şişen bulgurlu ve mercimekli harca salçalı, soğanlı harcı ekleyin.
11.) Taze soğanları ve maydanozu ince ince kıyın.  Doğranmış yeşillikleri ilave edin.
12.) Malzemeleri yoğurmaya başlayın.
13.) Tüm malzemeyi özleşene kadar yoğurun.
14.) Hazırladığınız harçtan ceviz büyüklüğünde parçalar alın ve avuç içinizde sıkarak şekil verin.
15.) Servis tabağına aldığınız mercimekli köfteleri arzu ettiğiniz yeşilliklerle servis edin. Sevdiklerinizle paylaşın.
","Altın günlerinin vazgeçilmez lezzeti, tam ölçülü ve tam kıvamında mercimek köftesi tarifi pratik olmasının yanı sıra besleyici ve lezzetli.",enerji verir
-MbNzX4jGeyhJ7ipAAon,Islak Kurabiye Tarifi,Tatlı,tereyağı (oda sıcaklığında bekletilmiş);sıvı yağ;yumurta;pudra şekeri;kakao;vanilya;un;kabartma tozu;toz şeker;su;rendelenmiş hindistan cevizi;,"1.)  
2.) Tüm malzemeleri özleşene kadar karıştırın.
3.)  
4.)  
5.) Avucunuzda yuvarlayın ve parmağınızla ortasına hafifçe bastırdıktan sonra, yağlı kağıt serilmiş bir fırın tepsisine dizin. Önceden ısıtılmış 180 derece fırında yaklaşık 20 dakika kadar pişirin.
6.)  
7.)  
8.)  
9.)  
",Diğer kurabiyelerden hafif ıslak kıvamı ve yumuşacık olmasıyla ayrılan kakaolu ıslak kurabiye değişik kurabiye tarifleri arayanlar için birebir.,mutlu eder
-MbNzXD4F1e5g9xQdzg7,Bayatlamayan Kabartma Tozlu Poğaça Tarifi,Hamur İşi,kabartma tozu;yoğurt;yumurta beyazı;sıvı yağ;sirke;toz şeker;tuz;un;beyaz peynir;yumurta sarısı;susam;,"1.) Bir yoğurma kabına; yağ, yoğurt ve yumurta beyazını alıp güzelce karıştırın.
2.) Ardından kabartma tozları, tuz, şeker ve sirkeyi de ilave edip, tekrar karıştırın.
3.) Unu azar azar ilave ederek yoğurmaya başlayın. Hafifçe ele yapışan bir hamur elde edeceksiniz.
4.) Hazırladığınız hamurdan mandainadan biraz küçük olacak parçalar kopartın. Elinizle yuvarlayın ve avucunuzla bastırıp yassılaştırın.
5.) Yassılaştırdığınız hamur parçasının ortasına bir çatalla ezdiğiniz beyaz peynirden biraz koyun.
6.) Kenarlarını birleştirip kapatın ve tekrar yuvarladıktan sonra yağlı kağıt serdiğiniz bir fırın tepsisine yerleştirin.
7.) Tüm hamuru bu şekilde hazırlayıp tepsiye dizin.
8.) Üstlerine bir fırça yardımıyla yumurta sarısı sürün ve susam serpin. Önceden ısıttığınız 200 derece fırında, üstleri kızarana dek yaklaşık 15 dakika pişirin.
9.) Tepsiyi fırından aldıktan sonra ılıklaşmasını bekleyin ve ardından servis edin.
",Hem çok kolay hem de çok lezzetli... Çaya davetiye çıkaran ve çok kısa sürede hazırlanan bayatlamayan kabartma tozlu poğaça tarifiyle tanışın.,enerji verir
-MbNzXLIpkev6rAriJhH,Un Kurabiyesi Tarifi,Kurabiye,yumurta;oda sıcaklığında tereyağı;sıvı yağ;un;pudra şekeri;vanilya;kabartma tozu;buğday nişastası;pudra şekeri;,"1.) 200 gram oda sıcaklığında bekletilmiş tereyağını derin bir yoğurma kasesine aktarın.
2.) Üzerine 1 adet yumurta ve 1 çay bardağı sıvı yağını da ekledikten sonra pürüzsüz bir kıvam olana kadar çırpın.
3.) 1 su bardağı pudra şekeri, 5 yemek kaşığı buğday nişastası, 1 paket kabartma tozu, 1 paket vanilin ve 3 su bardağı unu azar azar ekleyin.
4.) Ele yapışmayacak kıvamda bir hamur elde edene kadar yoğurun.
5.) Kurabiye hamurundan büyükçe bir parça alın ve tezgahın üzerinde yuvarlayarak 2 parmak kalınlığında  rulo şekline getirin.
6.) Kenar kısımlarını kesin.  Ardından üzerinden çatal yardımıyla geçerek şekil verin.
7.) Bıçak yardımıyla 3 parmak genişliğinde parçalar kesin. Fırın tepsisine aktarın.
8.) Üzerleri hafif kızarıp renk alana kadar önceden ısıtılmış 170 derece fırında 15 dakika kadar pişirin.
9.) Soğuttuktan sonra pudra şekeri eleyin.
10.) Ardından servis edin. Afiyetler olsun!
","Pratik ve kolay kurabiye tariflerinden, ağızda kıyır kıyır dağılan, videolu anlatımıyla karşınızda tam ölçülü un kurabiyesi tarifi!",mutlu eder
-MbNzXT48Bj9czDsBmkk,Sade Kek Tarifi,Kek,yumurta;toz şeker;süt;sıvı yağ;kabartma tozu;vanilin;un;,"1.) Yumurtaları derince bir kaba kırın ve toz şekeri ekledikten sonra bir mikser ile 10 dakika boyunca çırpın. Krema kıvamına gelen karışıma sıvı yağı ve sütü ekleyip bir spatula ile karıştırın.
2.) Üstüne unu, kabartma tozunu ve vanilini de ekledikten sonra tekrar karıştırın ve sıvı yağ ile yağladığınız bir kek kalıbına hazırladığınız karışımı dökün.
3.)  
4.) Kek kürdan testini geçince fırından alın ve tamamen soğuduktan sonra kalıbı ters çevirerek kalıptan çıkarın.
5.) Dilimleyerek servis edin.  Afiyetler olsun!
","Kocaman kabarmış, az malzemeli, yapımı pratik bu pofuduk sade kek tarifini mutfağın en acemileri bile kolayca yapabilecek.",moral yükseltir
-MbNzX_5avnGefwWGrQD,Mozaik Pasta Tarifi,Pratik Tatlı,tereyağ;süt;kakao;pudra şekeri;petibör bisküvi;,"1.) Tereyağını eritin.
2.) Pudra şekerini karıştırma kabına aktarın.
3.) Pudra şekerinin üzerine erittiğiniz tereyağını ve sütü dökün.
4.) Kakaoyu da ilave edin.
5.) Malzemeleri çırpın.
6.) Üzerine bisküvileri kırın.
7.) Bisküvileri de koyduktan sonra tüm malzemeleri spatula yardımıyla nazikçe karıştırın
8.) Servis edeceğiniz kalıbın içini streç film ile kaplayın. Tüm harcı ekleyip, buzdolabının dondurucu bölümünde 4 saat bekletin. Dilimleyerek soğuk olarak servis edin. Afiyet olsun.
","Petibör bisküvi, margarin, toz şeker, kakaonun en nefis birleşimi mozaik pastayı en pratik, en kolay ve en güzel haliyle hazırlamaya ne dersiniz?",mutlu eder
-MbNzXgZXju44LgoOMzQ,Hünkar Beğendi Tarifi,Et,kuzu but (arzuya göre dana eti);orta boy kuru soğan;sarımsak;zeytinyağı;orta boy domates;domates salçası;sıcak su;tuz;kaşar peyniri;tereyağı;süt;orta boy patlıcan;un;tuz;taze çekilmiş tane karabiber;,"1.) 4 adet orta boy patlıcana bıçakla delikler açın ve  fırın tepsisine alın. 200 derecede yaklaşık 20 dakika fırınlayın.
2.) Fırınlanmış patlıcanları bir kaba alın ve kabuklarının kolay soyulması için üzerini streçleyip, 15 dakika kadar bekledikten sonra kabukları soyun.
3.) Bir tavada 3 yemek kaşığı zeytinyağını kızdırın. 2 adet yemeklik doğranmış kuru soğanı da üzerine ilave edip pembeleşinceye kadar kavurun.
4.) 4 diş doğranmış sarımsağı da üzerine ekledikten sonra 600 gram kuşbaşı dana veya kuzu etini ilave edin.
5.) Etler suyunu salıp çekene kadar pişmeye bırakın. 1 yemek kaşığı domates salçası, 1'er çay kaşığı tuz ve karabiber, 3 adet soyulmuş, doğranmış domates ekleyin.
6.) 2 su bardağı sıcak su ekleyip etler yumuşayana kadar pişmeye bırakın.
7.) Şimdi de beğendiyi hazırlayalım. 1 yemek kaşığı tereyağını bir tavada eritin. 1,5 yemek kaşığı unu üzerine ilave edip kokusu çıkana kadar kavurun.
8.) Üzerine fırınladığınız ve kabuklarını soyduğunuz patlıcanları ekleyin. 1,5 su bardağı sütü de üzerine yavaş yavaş ilave edin ve sürekli olarak karıştırın. 1'er çay kaşığı tuz ve karabiberi de ekleyin.
9.) Sonra son olarak yarım su bardağı rendelenmiş kaşar peyniri ekleyin ve karıştırıp ocaktan alın.
10.) Beğendinin üzerine yumuşacık pişmiş etleri serpiştirin ve servis edin, afiyet olsun!
","Pratik ana yemek tariflerinden, adım adım resimli anlatımlı enfes bir hünkar beğendi tarifi geliyor. Etli bir yemek isteyenleri buradan alalım.",enerji verir
-MbNzXo6HOxzwK3p0X0N,Terbiyeli Tavuk Çorbası Tarifi,Çorba,tavuk budu;defne yaprağı;tuz;su;tel şehriye;yoğurt;un;yumurta sarısı;nane (arzuya göre);,"1.) Derin bir tencerede, kalçalı budu, 2 adet defne yaprağı, yarım tatlı kaşığı tuz ve 2 litre su ile birlikte haşlayın.
2.) Çorbanın terbiyesi için; 1 su bardağı yoğurdu, 1,5 yemek kaşığı unu , 1 adet yumurta sarısını, 1 çay kaşığı tuzu ve yarım limon suyunu bir kaba aktarın.
3.) Pürüzsüz bir kıvam alana kadar çırpın.
4.) Tenceredeki tavuk haşlandıktan sonra tavuğu ve defne yapraklarını içerisinden alın ve tavukları ince olacak şekilde didikleyin.
5.) Tavuğun haşlanan suyundan 1 kepe alıp hazırladığınız trerbiyeye yavaş yavaş dökün ve suyun sıcaklığı ile eşitleyin.
6.) Sıcaklık eşitlendikten sonra tüm terbiye karışımını çorba tenceresine aktarın.
7.) 1 çay bardağı tel şehriye ve didiklediğiniz tavukları da üzerine katın ve çorbayı 10 dakika kadar kısık ateşte, aralarda karıştırarak pişirmeye devam edin.
8.) Kıvam alan terbiyeli tavuk çorbasını nane ve pulbiber ile süsledikten sonra sıcak olarak servis edin. Afiyet olsun!
","Terbiye karışımı ile krema eklemeden masum ve pratik bir şekilde hazırlanan terbiyeli tavuk çorbası, kış günlerinde vücudunuzu hastalıklara karşı korur.",rahatlatır
-MbNzY2yN1yNzAiPFkW-,Beşamel Soslu Tavuk Tarifi,Tavuk,zeytinyağı;kuşbaşı tavuk göğsü;tuz;tane karabiber;rendelenmiş kaşar peyniri;tereyağı;un;soğuk süt;tuz;karabiber;muskat cevizi rendesi;rendelenmiş kaşar peyniri;,"1.) 2 yemek kaşığı zeytinyağını tavada kızdırın ve 600 gram kuşbaşı doğranmış tavuğu aralarda karıştırarak, yüksek ateşte soteleyin.
2.) 1 çay kaşığı tuz ve yarım çay kaşığı karabiberi de ekledikten sonra tekrar karıştırın ve ocaktan alın.
3.) Beşamel sosu hazırlamak için; 3 yemek kaşığı tereyağını sos tenceresinde eritin. 2 yemek kaşığı unu da ekleyin ve kokusu çıkana kadar kavurun.
4.) Kavrulan una 2,5 su bardağı soğuk sütü azar azar ilave ederek topaklanmaması için koyulaşana kadar sürekli karıştırın.
5.) 1'er çay kaşığı tuz, karabiber, rendelenmiş muskat cevizi ilave edin.
6.) Yarım su bardağı rendelenmiş kaşar peynirini ekleyip karıştırın ve ocaktan alın.
7.) Sotelenen tavukları ısıya dayanıklı fırın kabına aktarın ve üzerini beşamel sos ile kaplayın.
8.) Üzerlerine yarım su bardağı rendelenmiş kaşar peyniri ekleyin ve önceden ısıtılmış 200 derece fırında 25 dakika pişirin.
9.) Fırından çıktıktan sonra, bekletmeden sıcak olarak servis edin. Sevdiklerinizle paylaşın.
","Adım adım yapılış görselleriyle kolay, pratik ana yemek tariflerinden, ekonomik ve doyurucu beşamel soslu tavuk tarifi karşınızda!",enerji verir
-MbNzYBkMePqLUypx_hw,Tavuk Sote Tarifi,Tavuk,sıvı yağ;tavuk göğsü;soğan;yeşil biber;kırmızı biber;doğranmış domates;tuz;karabiber;pul biber;kuru nane;,"1.) Tavanın içerisine 2 yemek kaşığı sıvı yağı alın ve üzerine 300 gram kuşbaşı doğranmış tavuğu ilave ederek yüksek ateşte soteleyin.
2.) Pişen tavukların üzerine 1 adet doğranmış soğanı ilave ederek sotelemeye devam edin.  1
3.) adet doğranmış yeşil biber ve yarım adet doğranmış kapya biberi de ekleyin.
4.) 1 adet doğranmış domatesi de tavanın içerisine aktarın.
5.) Biraz suyunu çektikten sonra sırasıyla birer çay kaşığı tuz, karabiber, pul biber ve kuru nane ilave ederek güzelce karıştırın.
6.) İyice pişince tavuk sotenizi ocaktan alın ve servis edin. Afiyet olsun!
","Pratik mi pratik tavuk sote tarifinde tavuk ve doğranmış sebzeler; yüksek ateşte, renk ve tatlarını kaybetmeden kısa sürede nefis şekilde pişiyor.",rahatlatır
-MbNzYJY7GVvlDQWr4nD,Fırında Tavuk But Tarifi,Tavuk,tavuk budu;rendelenmiş soğan;sarımsak;domates salçası;tuz;pul biber;karabiber;kekik;kimyon;yoğurt;kırmızı kapya biber;soğan;,"1.) Marinasyonunu hazırlamak için 1 adet rendelenmiş soğan, 3 diş rendelenmiş sarımsak, 1 yemek kaşığı domates salçası, 1'er çay kaşığı tuz, pul biber, karabiber, kekik, kimyon ve 1 yemek kaşığı yoğurdu ekleyip güzelce karıştırın.
2.) Fırına vereceğiniz kabı yağlayın ve üzerine bıçakla çizik attığınız 3 adet tavuk budunu yerleştirin.
3.) Hazırladığınız tavuk marinasyonunu butların her yerine gelecek şekilde sürün.
4.) 1'er adet soğan ve kırmızı kapya biberi de tavukların etrafına yerleştirin ve önceden ısıtılmış 200 derece fırında dışı iyice kızarıp, içi yumuşacık olana dek pişirin.
5.) Fırında tavuk budunuz hazır, afiyet olsun!
","Fırında tavuk but tarifinde bol salçalı tavuklar yumuşacık pişiyor, üzeri nar gibi kızarıyor. ""Bugün ne pişirsem?"" diyenlere fırında tavuk çare oluyor.",enerji verir
-MbNzYR-7O7LZnln5VPm,Fırın Poşetinde Tavuk Tarifi,Tavuk,tavuk baget;patates;kabak;havuç;sarımsak;karabiber;kimyon;pul biber;kekik;tuz;zeytinyağı;taze biberiye;,"1.) Tavuğunuzu marine ederek işe başlayın. Derin bir kabın içine zeytinyağı, tuz ve baharatları alın. İyice karıştırın.
2.) Ardından içerisine bagetleri koyun ve harmanlayın. Yaklaşık 20 dakika marine edin.
3.) Havucun ve patateslerin kabuklarını soyarak yuvarlak bir biçimde doğrayın.
4.) Kabağı iyice yıkayın. Kabuklarını soymadan yuvarlak bir şekilde doğrayın.
5.) Marine edilmiş tavuğun üzerine sebzeleri ekleyin. Son olarak sarımsakların kabuklarını çıkararak, ortadan ikiye bölerek ilave edin.
6.) Tavuk ve sebzeleri iyice karıştırın.
7.) Tüm malzemeleri fırın torbasının içine aktarın. Torbanın ağzını bağlayın. Birkaç yerinden minik delikler açın.
8.) Bir fırın tepsisi ya da fırın kabı hazırlayın. Fırın torbasını yerleştirin. 180 derecelik fırında yaklaşık 30 dakika pişirin.
9.) Piştikten sonra fırın torbasından bir tabağa aktarın ve üzerini taze biberiye ile süsleyerek servis edin.
","Tavukseverlerin kalbine giden yolun nereden geçtiğini biliyoruz. Sırrı açık, sebze ve tavukları fırın poşetinde pişirdiğimiz fırın poşetinde tavuk tarifi.",rahatlatır
-MbNzYadwcjm4khg801K,Ev Usulü Tavuk Tantuni Tarifi,Tavuk,tavuk göğsü;soğan;domates;maydanoz;tuz;karabiber;kimyon;pul biber;zeytinyağı;sandviç ekmeği;,"1.) Tavukları haşlayın ve haşlandıktan sonra küçük küçük doğrayın.
2.) Tantuniyi yapacağınız tavayı iyice ısıtın.
3.) Yağ ile birlikte tüm baharatları tavaya atın ve baharatların kokusu çıktıktan sonra tavukları ekleyin.
4.) Tavukların dışı kızarana kadar iyice kavurun.
5.) Tavuğu ocaktan almaya yakınken domates ve soğanları tavaya atın ve çevirerek pişirin. Soğan ve domatesler hafif diri kalması için çok pişirmiyoruz.
6.) Son olarak maydanozu da ekledikten sonra karıştırın ve ocaktan alın.
7.) sandviç ekmeğini veya lavaşı ısıtın, tavuk tantuniyi yayın ve  sıcak servis edin.
","Etlisi gönlümüzde taht kuran tantuni, şimdi de tavukla kalbimizi çalıyor, yanında da mis gibi ayran ile tadına doyum olmuyor, bu tarif kaçmaz!",enerji verir
-MbNzYiPdTtHUsh0YajW,Sebzeli Tavuk Sote Tarifi,Tavuk,tavuk bonfile;kapya biber;sarı dolmalık biber;soğan;sarımsak;fasulye;soya sosu;sıvı yağ;tuz;toz kırmızı biber;beyaz biber;,"1.) Fasulyeleri kaynar haldeki tuzlu suya atıp 3 dakika boyunca haşlayın ve çıkarıp soğuk suya atın.
2.) Soğanı yemeklik, sarımsakları minik minik, biberleri ve tavukları jülyen doğrayın.
3.) 2 yemek kaşığı sıvı yağı kızdırın ve soğanları ekleyin. Soğanları yakmadan 2-3 dakika kadar soteleyin.
4.) Doğranmış sarımsakları ekleyin ve sotelemeye devam edin.
5.) Soğan ve sarımsaklar iyice yumuşayınca suyunu iyice süzdüğünüz fasulyeleri ve biberleri de ekleyin.
6.) Biberler de hafif yumuşayınca kalan yağı ve tavukları da ve hızlı hızlı soteleyin. Bu soteleme parçaların büüyklüğüne göre 7-8 dakika kadar sürmeli.
7.) Ocaktan almadan 2 dakika önce soya sosu ve baharatları da ekleyip 2 dakika daha soteleyin.
","Sebzeli tavuk sote, soğan ve sarımsağın lezzeti, biberlerin renkleriyleriyle hem göze hem de mideye hitap eden lezzetli bir tarif.",rahatlatır
-MbNzZ2-ZYSjzcLKoP5B,Terbiyeli Sebzeli Tavuk Çorbası Tarifi,Çorba,sıvı yağ;tavuk göğsü;havuç;patates;su;tereyağı;un;,"1.) Orta boy bir tencerenin içine tavukları aktarın. Üzerine 3 su bardağı kadar su ilave edin ve güzelce haşlayın.
2.) Haşladıktan sonra tavukları çıkarın. Suyunu bir kenara alın.
3.) Tavukları küp küp doğrayın.
4.) Patatesin ve havuçların kabuklarını soyun. Küp küp doğrayın.
5.) Orta boy bir tencerenin içerisine sıvı yağı alın. Üzerine havuç ve patatesleri atarak yumuşayana kadar kavurun.
6.) Kavrulan sebzelerin üzerine tereyağı ve unu ilave ederek kavurmaya devam edin.
7.) Ardından üzerine ayırdığınız tavuk suyunu ekleyin. Bu aşamada azar azar eklemeye ve karıştırmaya dikkat edin.
8.) Ardından içerisine haşlanmış tavukları ekleyerek bir süre daha kaynatın.
9.) Tüm sebzeler güzelce yumuşadığında ocaktan alın ve üzerine karabiber serperek sıcak sıcak servis edin. Afiyetler olsun!
","Terbiyesi kesilmeyen, tam kıvamında pişen, hem doyurucu, hem sağlıklı hem de çok lezzetli terbiyeli sebzeli tavuk çorbası tarifi.",rahatlatır
-MbNzZAXJ0DC3a0wgHzC,Mercimek Çorbası Tarifi,Çorba,ayçiçek yağı;kuru soğan;un;havuç;patates;tuz;karabiber;kırmızı ya da sarı mercimek;sıcak su;sıvı yağ;tereyağı;kırmızı toz biber;,"1.) Derin bir tencereye 3 yemek kaşığı sıvı yağ ekleyin. İri doğranmış 1 adet büyük soğanı sıvı yağ ile birlikte kavurun.
2.) Kavrulan soğanlara 1 yemek kaşığı unu ekleyin ve kokusu çıkıp, renk alana kadar kavurma işlemini sürdürün. İri parçalar halinde doğradığınız birer adet havuç ve patatesi tencereye aktarıp karıştırmaya devam edin.
3.) Tuz, karabiber ve bol suda yıkadıktan sonra suyunu süzdürdüğünüz 1,5 su bardağı mercimeği  de ilave edin ve son kez güzelce karıştırın.
4.) 6 su bardağı sıcak suyu da tencereye ilave edin.
5.) Ardından kapağını kapatın, patates ve havuçlar yumuşayana kadar ara ara karıştırarak 40 dakika kadar pişirin.
6.) Çorba piştikten sonra pürüzsüz bir kıvam alması için; el blenderından geçirin. 5 dakika daha pişirdikten sonra ocaktan alın.
7.) 3 yemek kaşığı sıvı yağ ve 2 yemek kaşığı tereyağını bir tavada kızdırın. Üzerine 1 tatlı kaşığı toz kırmızı biberi ekleyin ve 2 dakika yağı kızdırdıktan sonra ocaktan alın.
8.) Çorbayı bir kaseye alın ve üzerine kızdırdığınız yağdan gezdirip servis edin.
",''Mercimek çorbası nasıl yapılır?'' diyenleri ev yapımı mercimek çorbası tarifine alalım.Resimli anlatımıyla lokanta usulü tadında mercimek çorbası tarifi!,rahatlatır
-MbNzZIW53s5FvbnTEGW,Pancake (Pankek) Tarifi,Kahvaltılık,yumurta;toz şeker;un;süt;ayçiçek yağı;kabartma tozu;vanilin;tuz;ayçiçek yağı;bal;,"1.) Derin bir karıştırma kabında 2 yumurta ve  yarım su bardağı şekeri alın.
2.) Şeker eriyene ve karışım krema kıvamını alana kadar çırpın.
3.) Yumurtalı karışımın üzerine, 2 yemek kaşığı sıvı yağ ve 1,5 su bardağı sütü de koyup tekrar çırpın.
4.) 2 su bardağı un, 1 paket kabartma tozu, 1 paket vanilin ve bir tutam tuzu da eleyerek karışımın içerisine ekleyin.
5.) Pürüzsüz bir kıvam alana kadar çırpın.
6.) İlk pankeki pişirmek için; krep tavasını ayçiçek yağı ile yağlayın. Kızdırdığınız tavaya küçük bir kepçe ya da bir kahve fincanı kadar pankek harcını aktarın.
7.) Ocağın altını kısın. Pankeki, üzeri göz göz olana kadar pişirin. Bir spatula yardımıyla çevirdiğiniz pankekin diğer tarafını da aynı şekilde pişirin.
8.) Krep tavasını arada yağlayarak pankek harcı bitene kadar aynı işlemi tekrarlayın.
9.) Servis tabağına aldığınız pankeklerin üzerine tereyağı koyup bal gezdirebilirsiniz, afiyet olsun.
",Adım adım resimli anlatımı ve yapılış videosuyla pratik kahvaltı tariflerinizden biri olacak kahvaltılık kolay pancake (pankek) tarifi karşınızda!,moral yükseltir
